tweet_text;sentiment
@obobnunes @ELMINEIRO_ @SorianoEvellyn mn primeiro que eu não fiz isso pra ter curtida, fiz porque AMO o meu corpo, sempre terá comentários negativos, mas é a vida né, se o mundo fosse baseado em apenas uma opinião não teria dois lados né ? Aceito sua opi;Positivo
Olá @bertoluccihelio ! Obrigado pelo comentário! Você também pode nos ajudar informando ao 156! Contamos com você! :) #timebc;Positivo
Obrigado pelos 10 seguidores, como agradecimento por todo o carinho, vou fazer um especial e mandar um nude :);Positivo
@Isabela_Ssmg Se o espelho quebrar faz que nem eu tbm manda seu eu interior ir tomar no cu :);Positivo
@FuturoRecluso @gumagoo @ManuelReis Calma contigo. :) Acima do Sporting estão aqueles que entendo serem os meus princípios. Ainda mais, desta versão croquette do Sporting.;Positivo
@Alenonimo Até aí nada impede de fazer as duas coisas, ué :P;Positivo
@ovarejeira podes crer :);Positivo
Só gostaria de registrar que hoje falei com o @MottaTarcisio de manhã e com o @MarceloFreixo a tarde. Os dois estavam panfletando bem perto do meu trabalho. :);Positivo
@hmendes Só poluição a sair daqueles escapes :);Positivo
Não podes ter sempre razão xuxu :))));Positivo
Apaguei meu Facebook e fiz outro :);Positivo
¡Oficialmente es mushu! :D https://t.co/wCBSOfexzN;Positivo
o macete é não criar expectativas sobre o álbum novo porque se já disseram que é para termos (e altas), e mesmo assim vai superar todas elas, não criá-las dará mais emoção :);Positivo
A animação, dublada pela Bravo, conta a história de Oscar e sua melhor amiga, que estão longe dos pais pela primeira vez e precisam de muito espírito de aventura para explorar a diversão e os perigos proporcionados nesta ilha mágica. Não percam! :) https://t.co/iuC56Wm3Us;Positivo
Vestido Plus Size Longo com Fendas é confortável e ideal para ocasiões do dia a dia. Roupas Plus Size é na Beline. Confira em: https://t.co/EMkV1Dt0Wk :) #modaplussize #eusouplus #meuestiloplussize #beline #roupasplussize #roupasfemininas #modafeminina #plussize #look #lookdodia https://t.co/UZkqZlDgCW;Positivo
um restaurante tava a fechar e nos perguntamos se podíamos ir lá e eles disseram claro e só pagamos as bebidas :);Positivo
@yatrababy ae pam, tudo blz? Você é legal pacas, torço muito pra tua felicidade desde q não seja com seleção. É nois :)));Positivo
É quando eu vejo estes tweets que percebo a sorte que tenho :))) https://t.co/PEDltXGMZB;Positivo
@gumagoo @ppaodemonio @ManuelReis E, nesse sentido, faço o que sempre fiz nas eleições políticas: rasurar o meu voto. Não voto em males menores, pois não deixam de ser males. Como, tristemente, só se pode votar em Lisboa, poupo na viagem. :) Sei que a min;Positivo
Um casal amigo da família postou uma foto pegando avião de volta pra casa depois das férias. O cara da foto me define na vida :) https://t.co/alo6dmHGpj;Positivo
Podemos voltar a quinta da semana passada? :))))))))));Positivo
Cheguei e a casa tava gelada POIS DEIXEI O AR CONDICIONADO LIGADO DESDE SEGUNDA FEIRA PASSADA :);Positivo
@TomasGalvao1408 Não não morde e mesmo que morda eu faço amizade c ele, eu consigo fazer amizade com qqlr animal por isso not scared :p;Positivo
minha empresa deveria me pagar pelo tempo que eu perco esperando ônibus só porque eles não querem me pagar a passagem do metrô :);Positivo
mas a boa notícia é que eu consegui isenção da inscrição do pism :));Positivo
@alonewtfz io...só me dizer :);Positivo
A quem interessar :) https://t.co/1U84FGBfzG;Positivo
Fazer minhas comprinhas no guanabara :P;Positivo
Vamos se Programar para o Bazar da Elzi. :) https://t.co/y2ylNZquBJ;Positivo
Frases do Livro P.S.: Ainda Amo Você :) https://t.co/5ZjXnwn91c;Positivo
"A pessoa se acha tão superior só pq tem ""dinheiro"" e vai pra igreja. De gente assim eu quero distância. Prefiro minha vida ""difícil"" como ela mesmo diz, do que viver no mundo falso e nojento dela. Detalhe, ninguém gosta dela :)";Positivo
eu também achava, mas depois entrei para a universidade :) https://t.co/zf3S25iMiP;Positivo
@Gema_MG Va a ser que :);Positivo
Adoro grão. Era só isso :) https://t.co/oJGTWSBBaU;Positivo
@lfpetrucelli @folha Ou é espertinho e vislumbrou oportunidade única para encher os bolsos de dinheiro :D;Positivo
@amorafemea gostei da foto e da legenda :);Positivo
A história que eu to me baseando é de uma série de contos de fada eróticos.................. essa seria a da pequena sereia, mas vai ser diferente :) https://t.co/ZSDFRUTtdy;Positivo
@akirinus Nossa deus me livre hauehhaheha Só se for contigo né lindo :p;Positivo
@TuLeizyForANeim @the_muffins_pt vais sozinha? eu vou com algumas amigas :);Positivo
Sei que não devia mas por acaso tenho um bocado de pena da personagem dele qd se passa os flashbacks, de resto mete-me nj e desejei sp que morresse :) https://t.co/pgJn7OuEvm;Positivo
a minha mãe acabou de dizer que estrago sempre tudo :)));Positivo
Podem oferecer :) https://t.co/VOsKom3Zq6;Positivo
@ArturAnjos Não sei, pá... Eheheheh só fico desgostoso quando vejo malta em país de cerveja, beberem a zurrapa deles. :) Enjoy.;Positivo
imagina então seres lésbica e trazeres a tua namorada a casa e teres que fingir que é uma amiga porque a tua mãe é homofóbica :) https://t.co/E1db9cClG9;Positivo
Avisos: - Minha primeira au - Casais secundários - Mpreg - Não se apeguem a horários ou datas Espero que gostem! :);Positivo
Você acha bonito postar fotos desse jeito iguais as que vc posta no insta? — Acho, até pq se eu achasse elas feias n teria postado né :) https://t.co/p6bGXtv88L;Positivo
@Violinintenso Nada :);Positivo
@paulakpta Hahaha, eu sou uma pessoa muito sociável :P;Positivo
Bom dia, migos e migas :);Positivo
@oieusouamiguell Não é o Podemos brasileiro. É o Podemos espanhol. É outro partido completamente diferente! :);Positivo
@Nickthe6281123 @StardustPokmnGO E nai re... :p;Positivo
@QueleCrispim @PassareliCibele @JaguarBolsonaro @LulaOficial @jairbolsonaro @BruMarquezine temos aqui um robozinho :) https://t.co/TYs5r3wSM3;Positivo
Contagem decrescente para mais um dia fantástico com a PhotON Travelling Pixels Vamos aproveitar o último sábado de Agosto para fotografar e partilhar conhecimento e boa disposição! :D Quem vem? https://t.co/Go8iySEEOE;Positivo
@devjonatas Opa, já olho! :D obrigada.;Positivo
Esse gajo a fumar uma no comboio no chill e dps eu q já fui expulsa de um por acabar de fumar naquela parte fechada :);Positivo
@AlphaJanaina AAAAAAAAAAAAAA Só sai um pouco do Pc agora mas quando voltar daqui a pouco te mando :D;Positivo
@crvglcs obrigada kkkkkkkkkkkkjj desejo o mesmo (no futebol também) :);Positivo
@ruben_crista87 Tou já a contar os dias para voltar a ver a rapariga todos os dias :));Positivo
@Caio_Romano Eu sempre recorro para fazer cócegas.. no pé, na barriga.. ou a criança ri de graça mesmo ou ri pelas cócegas.. no final, de qualquer modo, você fez uma criança rir :D;Positivo
Tudo tem um fim meus amigos :);Positivo
@vengerswidow @bombomdecaju @ilovefunkrj Compreendo que quando tu está de cabeça quente, acaba não pensando muito. Mas em minha crença, toda falo e ato que temos remete diretamente em nossas vidas e na sociedade. Logo, é necessário sempre buscar o consens;Positivo
@pedrobxavier Deu para perceber :);Positivo
TURMA SETEMBRO Estou abrindo nova turma da oficina de escrita criativa e crônicas para as quartas de SETEMBRO em SP. Marquem amigos e possíveis interessados, por favor. :-) Para reservas e mais informações, por favor... https://t.co/DO5qkiJyNk;Positivo
e isso já mostra oq tds sabiam, ela é sombra da nicki e só serve pra ser usada contra a nicki :) https://t.co/yKxM1Xkb0W;Positivo
Coisa linda — Elah Obg :) https://t.co/AjDDIxMV03;Positivo
Jooheon é do tipo muito respeitador com AMBOS sexos, principalmente se não houver intimidade de uma amizade mais duradoura/antiga. Poderia citar e explixar 1001 motivos sobre quão ridículico vocês estão agindo ao expecular isso, mas não vale a pena :);Positivo
@LightAt1 @N3RDIZITO para me aturar de agora em diante :D;Positivo
@KarinaLawliet1 Já esta nos retribuindo colocando sorriso ao nosso rosto enquanto assiste seus vídeos :);Positivo
vê se mesmo que já estou em casa :);Positivo
É por isso que eu não namoro :) https://t.co/Bv7Pf8haNj;Positivo
estou aguardando suas dicas de exercício p malhar a bunda migaaaa pff :)) — miga eu nem sei eu salvo uns no instagram e faço as vezes so. tem uns app q eh bom tb ja usei mas... https://t.co/lXY1AJZ32X;Positivo
Que dia merda que ta hj :-);Positivo
Kkkk as minhas começam dia 4 :) https://t.co/AF1FowyvSH;Positivo
Mais um dia servindo e escrevendo algumas mulheres superiores para que elas possam relaxar e aproveitar o tempo delas :) https://t.co/qu2GzNzxAh;Positivo
Te mordeu pq em te confundiu com uma carniça :);Positivo
"@gumagoo @ppaodemonio @ManuelReis Só não concordo com o uma coisita: ""vosso direito"". :) Tudo o que escrevo, bem ou mal, são minhas opiniões, falo apenas por mim. :)";Positivo
@IPJ0701 @CopadoBrasil @fabiogoleiro_01 Faltou uma interrogação na primeira frase e um ponto final na terceira. :);Positivo
@_anatriz qual o preço das polaroids? :);Positivo
@oned_parasempre @onlyguccihes por nada amor. :);Positivo
O dia nao foi monótono. (In) felizmente :);Positivo
@Ben_Hazrael @matheusfiore eu acho o La Máquina de Hacer Pajaros e o Sui Generis meio prog :);Positivo
@PrinceEric_007 @bazert Não chama não, aposto que não chama :D;Positivo
Bom dia coxinhas de jaca :D;Positivo
Falem comigo pls :));Positivo
decidi cortar meu cabelo :) não tanto mas vou cortar;Positivo
@Rui_Cavaleiro_ Brilhante, Mestre :);Positivo
Mas não mata não, deixa vivo, deixa ele sofrer pro resto da vida :) https://t.co/TE1peWaXHi;Positivo
@GuilhermeBoulos Defesa de Lula pede desbloqueio imediato de R$ 16 milhões em bens congelados... - Veja mais em https://t.co/sK7SVb43W6 Luiz Inácio Lula da Silva (PT): R$ 7,9 milhões... - Veja mais em https://t.co/TX7vtY9va7 não entendo LULA pede desbloqu;Positivo
@kisslikeseavey oiii adoro seu fc :);Positivo
@_Kbits_ Será de Dva?? :);Positivo
@_camilarezende babyliss! tem vídeo no meu canal ensinando :);Positivo
Já assistiram os vídeos do canal hoje? Tem vídeos todos os dias :D. https://t.co/lr5tgE9BAJ;Positivo
@benoistreinhart E a duda :P;Positivo
@ppaodemonio @gumagoo @ManuelReis Levo a minha máscara de sem-abrigo, vou para a Rocha e saco guita para dois cafés. :);Positivo
@deyoon93 @BTS_twt e vc tem cc :) vou te seguir ??;Positivo
Seja feliz com sua namorada irmão, tmj — n to namorando ainda,mas vlw lek é bom saber q tem pessoas nos apoiando :) coisa df de acontecer... https://t.co/yieV1C8ZU8;Positivo
Obriguei a massano a vir ter comigo a casa amanhã porque estou sem fones e não me apetece ir até a praça all by myself sem música :);Positivo
Dou 100 a quem devia dar 0 :);Positivo
@gumagoo @ppaodemonio @ManuelReis A minha confiança nele foi tão grande que dei-lhe o maior voto de confiança possível: tornei-me sócio e foi a 1.ª pessoa em quem confiei, voluntariamente, para gerir o meu dinheiro - pouco, claro, mas guita :) . Nenhum de;Positivo
@RepublicaCdN •Piores maneiras de responder a “Você aceita como seu(sua) esposo(a)?” -Você aceita a mulher do “O chamado” para ser sua legítima esposa? -Olha, ela falou que ia comprar uma TV nova pra mim :D *Ela aparece com uma faca* -Mas eu amo ela.;Positivo
Aaaaaah trompas de falopio — Interessante :)) https://t.co/h01a73dMfY;Positivo
@RLivre @leonardodna Não vou passar nenhum julgamento antes da hora. De repente o que levou o tiro queria usar homeopatia ou algo assim. :P;Positivo
uma selfie clichê no espelho :) https://t.co/t9zfejSp9q;Positivo
só quero ir p o porto para me tentar distrair c o pessoal senão aqui na aldeia tou sp a pensar na minha gata e tou sempre na merda :);Positivo
@Kall012 Gostei demais :D vc é 10;Positivo
você é linda! :) — awnnn, você também!!! Me chama pra gente ser amiga!!! https://t.co/enTHPd0onW;Positivo
@LEVeg_Unesp @AleTFidelis @thi_sanna Melhor em outubro... daqui a essa data já tenho bolsa de alguma coisa :-);Positivo
@Arsione2 ACABA :);Positivo
Frases do Livro P.S.: Ainda Amo Você :) https://t.co/Sghy22PXMD;Positivo
Frases do Livro P.S.: Ainda Amo Você :) https://t.co/ejIuUZB5tT;Positivo
@Tissa_003 Pra vc :P;Positivo
Só um cafezinho agora :);Positivo
Lindas coronas :) https://t.co/PoeaDQtAQg;Positivo
@outralilla Juscelino Kubitschek (sim, é isso, sou antigo. :-);Positivo
@lilbyulyivert De nada! :);Positivo
@laundrobat Esse é o que tava sumido? :);Positivo
@EisSenaoQuando @FredSaragoca @laura_villain Gaja a fazer birra? Ó André, retira já o que disseste ou eu... :);Positivo
@pazuzula eu criei uma também! hahah mas já faz um tempo, não vi os últimos setlists. Vou comparar as duas depois :);Positivo
@cupcake130714 @the_muffins_pt Vou para a fila AC nos lugares 23, 25, 27, 29 e 31 e tu? :);Positivo
“pq não macarrão COM queijo, vitor” pq eu só vou cortar queijo e por no macarrão e aí levar no microondas pra dar uma derretida vai dar super errado :);Positivo
@_silva_19 primo bacano,qualquer coisa já sabes :);Positivo
@priih_frasnelli Mas se é desde a hora que chega, o problema não é a carga horária, né, hehe Talvez seja o local ou a função :);Positivo
Isso ja aconteceu comigo uma vez no primeiro encontro do @casterlevan :) https://t.co/f86uc4sS7a;Positivo
@CarlosMadorno @Rui_Cavaleiro_ É mesmo :) Viva o Mestre !;Positivo
Vc já ouviu falar no canal Jikook Em: ?? Virei jikook shiper por causa dele :) ? — nossa, foi um dos primeiro canais de jikook que assisti quando virei jikooka, eu amo demais esse... https://t.co/LG6k51YKA0;Positivo
@nicole_cayolla :))) obrigada pela exclusão;Positivo
nem estudei e to atrasada pq tava tentando dar um jeito de ver o clip de druck que eles vao pro karaoke e o jonas canta pro matteo mas nao consegui :);Positivo
Que bela altura que escolhi para ficar assim :));Positivo
@itmakesmewhoiam Exatamente. Se a pessoa tem esses problemas de confiança e autoestima pra decidir se vai fazer ou não, é melhor dizer que não sabe. Se seu amigo te conhece e entende esse cenário, isso vai te dar confiança e vai deixá-lo feliz pq você lut;Positivo
@leticia_terizi @lamascaradibuja @MelcomBatata @powerPeraltan @Aik0Ni @Gabitchela @AlphaJanaina @MikeMlg200 @bellpng adorei ficou mt bom :D;Positivo
"@0mstrr casa branca kkkkkk acho que vou usar leite em pó que é melhor.....mas agr serio,não sei se fico preocupada ou não....ela apagou/arquivou a 'minha princesa rosa"" NÃO SE MEXE NA ""MINHA PRINCESA ROSA"" KRLH ,AI JÁ É TOCAR NA FERIDA ! estou calma :)";Positivo
pela primeira vez em muito tempo eu olhei no espelho e me senti realmente bonita :))));Positivo
@LoLegendsBR Ate compraria se o rp n tivesse bugado :P;Positivo
eu: ta tudo bem :) eu também: AAAAAAA QUERO CHORAR DE ÓDIO;Positivo
@chicotad4 Um ótimo encontro. Sair para comer uma pizza sozinho :D;Positivo
Toma de novo, vc tomou errado rs :D https://t.co/0Itv14SdCD;Positivo
@fewclouds_ Own,muito obrigada meu amor :)))) pode vir que eu estou aberta a novas amizades ?;Positivo
@Dany12311Dany envia CPF ou e-mail cadastrado via DM, para localizarmos sua assinatura? Se desejar, envie uma solicitação para https://t.co/XQPVTmg1pU! :);Positivo
@LaBuentiemperia @Pony_cat Que chulada de video! :);Positivo
Hoje estamos excepcionalmente tristes :);Positivo
Japão sempre no caminho certo :) https://t.co/ZZTBzZWEg9;Positivo
@luannamaiaw Hehehe vdd mas fica zen my friend qualquer coisa só pedir um help pro pai aqui que tento ajudar :);Positivo
Lindas palavras do mestre :) https://t.co/0Sa1TE4bef;Positivo
@ookamivictor sim \o já ta tudo preparado :D nao sei se pego a quinta, mas sexta, sabado e domingo é certezíssima;Positivo
Os produtinhos que a @larry_hes_lwt comprou com a gente :)) Obrigada anjinha https://t.co/kzZIXyiqoj;Positivo
@danielportela33 @feefag Esse champ vai ser apagado :D;Positivo
quando eu abraçar a Mel, vou respirar bem fundo e sentir o cheirinho de algodão doce que eu imagino que ela tem :) https://t.co/tFetM7sbOF;Positivo
@mafeneko_uwu Me das :D?;Positivo
pelo menos a ti faziam :))) https://t.co/uM9YQbbvGm;Positivo
@rebbford @RealLucyLawless @DigitalExtremes Xena frame incoming :);Positivo
@coelhocelle AHAHAHAHA é da Direct! Transportadora da Submarino :P A previsão é dia 29 mas já chegou em Curitiba, só falta o moço vir entregar hahahha;Positivo
Quero muito ficar contigo — :) https://t.co/XL2mZwbi6B;Positivo
Se você pudesse comer uma única coisa para o resto da sua vida, o que seria? — Sushi :)) https://t.co/S9MbTdsz3n;Positivo
@petarNetoTV Fechou. Ainda emagrece, literalmente o plano perfeito para um verão maroto. Sarado, seco, com 7% de gordura, sol, praia, e eu trancado em casa jogando os joguinhos em 4k :);Positivo
@nepomucenodanii Pode deixar. Não esqueço! :) ??????;Positivo
@graciele_ Sim. A melhor praia. :);Positivo
Depois do artigo, um vídeo, para quem prefere ver e ouvir. :-) https://t.co/2pyTkI4F5O;Positivo
Um tt desse hita e os contador q transa de meia tudo comemorando q vai ter chance :) https://t.co/gpyZl56rPp;Positivo
Se você pudesse comer uma única coisa para o resto da sua vida, o que seria? — Comida? :)) https://t.co/tILBFcZUhG;Positivo
Não foi preciso lhe dizer nada, ela estava cmg quando mandaste mensagem :);Positivo
@larissEmondii Esse ano dava pra fazer um cosplay massa :D;Positivo
@Isabela_Ssmg Faz que nem eu pega um espelho e começa a conversar com seu eu interior :);Positivo
@Tavares_K Boa! Já se exercita tb :));Positivo
Nada fica ruim pra sempre um dia melhora :);Positivo
@gaamazutti Gorda onde ? ?? Vejo você magra de bonita :-);Positivo
Que a festinha seja bem boa pra ele :) https://t.co/EK022yvIjO;Positivo
@ffion_sims_ 1:30 ma’am :);Positivo
@_andibi 103.9 amiga :);Positivo
@_almeidavitor 5º temporada episódio 2 :)));Positivo
@cIaireheart pas de soucis :);Positivo
@ovarejeira (olha, afinal o privado ñ resolve assim tão bem as questões…) :)));Positivo
@ovarejeira isso quer dizer q já recebes para estudar? espectacular :) não conheço outro caso :)));Positivo
@Joana_Camoes Eu aceito o teu autoconvite, apesar de não ter sido convidada para a tua este verão :);Positivo
Vou por hortelã numa ganza dps aviso se compensa :p;Positivo
@landrasengracia Yasss :))) e non sei que facer se o deixo a medias vai haber queixas e se sigo seguro que me din que non facía falta xa non sei que pensar;Positivo
@charleycoette @PokemonGoApp Add você aqui!!!! :);Positivo
suando de nervoso! :)!;Positivo
@CaioChanime cheguei da escola hora de assistir :);Positivo
@sah_nascimentog Boa tarde :D;Positivo
E meu único amigo em floripa q voltou pra jaragua :);Positivo
@_MessingAround_ Obrigadaaaa :));Positivo
@ttAlentejano Deixa, as dicas de sítios já são preciosas :);Positivo
@ashpereira09 eu tou um mês :);Positivo
@meIfiori @john_lopes ahahahah prefiro o silêncio vergonhoso de uma piada ruim do que explicar a piada :P hahahah;Positivo
E eu aqui :)) https://t.co/KDINX2UU1E;Positivo
@vitordalage Nossa, que pessoal chique esse da sua faculdade. Minhas reuniões são via whatsapp mesmo e quase sempre sai treta :);Positivo
@queriaavida EU VI OELO ESPELHO E EU FIQUEI MANO Q ISSO E ELA OLHA Q FOFO E EU MAE Q ISSO PORRA E ELA ITI PEQUENININHO :);Positivo
foo :) : b685a051-e83e-4487-b292-54c732b881ba;Positivo
@parkjeonmi Fico feliz que você tenha gostado :-));Positivo
@JayRod1991 @meloveskekse Ebenso! :);Positivo
@FilipeMgN ?? um dia nós nos encontramos. Jaja pago passagem p vc, qd eu for rico :);Positivo
Eu sou apaixonado pelo seu sorriso garota — aaaaaaa :) https://t.co/11J9PzZAG9;Positivo
@tmeelop Que bom amigo ! Fico feliz pela melhora. De nada viu ! :-);Positivo
Ok já entendi :);Positivo
@luhscopel fodeu :);Positivo
@faustsdan Muio legal! Ficamos felizes! :);Positivo
@FamosoDaiDai @daniel_stx @Shiji2507 invejita gordao maluco? :p;Positivo
percebi as 5 da tarde que nao liguei o chat nem o telefone do trabalho hoje :D;Positivo
Enfim, ajuda nois a fazer uma pesquisa bonitinha e crítica. Divulgo aqui depois!!! :)));Positivo
Frases do Livro P.S.: Ainda Amo Você :) https://t.co/6Q3ig4i6PN;Positivo
@losingxxgrip Prontinho :);Positivo
@mimibpmartins @jakepaul isso de filmar deve ser por causa dos live streams e tal... bem, aposto que vai ser incrível!! vai dando notícias :);Positivo
SE INSCREVA NO CANAL :) LINK YOU TUBE: https://t.co/jJDV9FxYtn LINK DAILYMOTION: https://t.co/QqYjfyeRPC SERA QUE A FAN 160 NO ETANOL CORRE MAIS ?, DESCUBRA !!! Eae galerinha PEDRADAAA,… https://t.co/FfkaDBPHFJ;Positivo
@heithormats Vou dá chances pra esses sonhos, vai que acontece alguma coisa :);Positivo
The Chainsmokers só lançando novidade :) música nova e um suposto clipe novo com a Camila Mendes, que veremos em breve.;Positivo
Oii! :D Ajudem-me a escolher uma destas canções para gravar o próximo vídeo: 1- Me ama (Diante do Trono) 2- Nada pode calar um adorador (Eyshila) 3- Não há nenhum Deus como tu (Nívea Soares) 4- Em teus braços... https://t.co/9GhqZcX30A;Positivo
vocês também esquecem a senha do celular e são obrigados a reseta-lo? :);Positivo
To quase caindo de sono e ainda tenho mais 7 aulas de biologia pra estudar :))))));Positivo
@annalupaim Consigo um desconto se quiser :);Positivo
@ines_llopes @raqueld_02 Não vou ca estar e não :);Positivo
Quando vc estuda pra uma prova e tira 4 :) https://t.co/6ImRnTRXkL;Positivo
Melhor sem mim :);Positivo
@koalayuste De nada :);Positivo
@juunin tá vindo por transportadora :P;Positivo
dormi e acordei pensando q já era outro dia :)));Positivo
@GabbiFreittas @amandavictoriaq @larissafriend @Mitiekusaka @miyazakibss @Shig3mi Eu levei e usei :D;Positivo
@ikfy2 comprei a porra de um tenis faz 4 dias e paguei na msm hr inclusive paguei o frete p vir mais rapido e ate agora eles tao analisando o pagamento :) e ficam mandando eu pagar o boleto sendo q eu ja paguei esse caralho;Positivo
@AlineVoight Mandei o trailer pro meu primo e ele quer kkkkk vou pegar hoje :);Positivo
@CdNLeon Será? Esses caras sempre mentem! Vou esperar reviews! Minhas 1070 ainda roda legal! :D;Positivo
Eu to querendo fazer uma live amanha, enquanto tiver passando as novidades do FIFA 19 na Gamescom, será que voces iam curtir? :D;Positivo
Excluir o contato pra não mandar msg falando um monte, quem nunca :);Positivo
Sua opinião e nada é a mesma coisa quando você só abre a boca pra falar meuda dos outros :D;Positivo
enquanto não é meia noite e vinte :) https://t.co/cQOYBHTpAs;Positivo
@jfnm16 és mm boa boy e és mt querida,qualquer coisa u know :);Positivo
@imfucking_guy Sim, sim :);Positivo
#ReclamoAquiNoTwitterPq é lugar de reclamação msm E se alguém vier reclamar de minhas reclamações mando tnc logo e cabou-se :);Positivo
@irismendes2210 Tou a tratar disso :);Positivo
@certohenrique Adoro gente bonita e que vota certo... :);Positivo
vou matar o Paulo Henrique :);Positivo
@bponto @DarryStylato começa a fazer peças de estudo e vai montando um portfólio, abre as redes sociais, começa a divulgar online mesmo, dá boa :);Positivo
Congratulations!! ¡Felicidades! :) https://t.co/oNffQzl7Pw;Positivo
Amanhã é terça :) https://t.co/1lfh6kBbHJ;Positivo
@SofiaGuerreiro_ meu tu és um arraso mm e és um amorzinho a sério gosto imenso de ti linda,qualquer coisa já sabes :));Positivo
@Rui_CSP Sim, esses dados devem existir. Também gostava de poder conhecê-los :);Positivo
Se você pudesse comer uma única coisa para o resto da sua vida, o que seria? — Lasanha :D https://t.co/X5dKk4WtOI;Positivo
Que alegria conseguir mudar os números do padrão br em americano. Resolvi um grande problema :D;Positivo
Aqui estou eu na cama a ver um filme td triste e a comer pipocas :);Positivo
@fernanda_leaoo te amo mt porquinha???????????????? to muitcho feliz :)));Positivo
AEEEEEEEEE, PORRA! :) https://t.co/rwqEXarjRc;Positivo
@DarthRaverino @BursasporEsport Mandas me bilhetes para eu ir ver :p;Positivo
@BioSteelSports #TeamSeguin @tseguinofficial go team Seguin :);Positivo
Giro giro e faltar a luz e estar toda a gente na varanda a gritar clubes e eu e o meu irmao gritarmos briosa e ouvirmos resposta :);Positivo
@netenho1 So falta a camisa do time :);Positivo
Frases do Livro P.S.: Ainda Amo Você :) https://t.co/TXQJ0pFkCi;Positivo
Frases do Livro P.S.: Ainda Amo Você :) https://t.co/c063rP907h;Positivo
@brunaacec Me lembra no dia que eu dou parabéns. :);Positivo
Hoje ia ter um date a apanhar pokemons :);Positivo
O rapaz giro que estava na praia de armação de pêra :)) https://t.co/RyXUqTmkqV;Positivo
@iamhaffner eu estou calmíssima meu anjo calmÍSSIMA SÓ QUERO SOCAR UM NA PAREDE NESSE MOMENTO mas sigo plena sem me alterar :);Positivo
bateu uma saudade de ir nos cantos da escola e ficar com a mina e pa :);Positivo
crio bué expectativas e depois é istoooo :)))) ahhahah;Positivo
Sim,eu sou meio indecisa quando se trata de tema para o twitter,então todo dia estou mudando....rsrs alguém me helpa!! :) https://t.co/SDZQ3PaIRI;Positivo
@marcelonarrador @artevirtualfc @RedeTV HAHA, ai sim mano. Q U A L I D A D E! :D;Positivo
@sophiavlopes Milhões :);Positivo
@hidekisuzuki_ Nem eu disse que estava. :);Positivo
@Renata_dark_19 é muito bom, sério! eu já vi ele três vezes, tô pensando em ver de novo. eu tô mt apaixonada, a história é linda :);Positivo
@carolfjks Atendo sim, Carol. Do que você precisa? Vamos tratar por DM? Estarei te esperando por lá. :) https://t.co/5yUsfK64x1;Positivo
@robbvvrs nunca mais* sorry todo dia tu tem uma crise dessa e eu nao aguento mais pq é tudo mentira oq tu fala :);Positivo
@gcfflame Finalmente uma pessoa sensata Ganhou um seguidor :);Positivo
"@marianajfalves Eu e tu* não há ""nós"" vamos :)";Positivo
@issajoke_mp3 Não é mais clean mas :) uh;Positivo
Os meus fones ficaram no carro, eu não os vou buscar :);Positivo
@ArturAnjos Isso é o xixi deles para os estrangeiros. Avança para cerveja que rivaliza com tinto. :) kwaks, Chimaya, lachauffe e etc e tal... :);Positivo
Me parece uma boa oportunidade :) https://t.co/U7ktEn8nL7;Positivo
@bea_sa_ntos_ A mim :)));Positivo
@thellocaeto ... PARABÉNS eu adorei a atualização na comunicação visual do @TLIOpodcast achei majestoso o layout :);Positivo
@HinaParadis Bravo :);Positivo
@margaridamgsg tu és linda Kiki e és tão fofinhaaaaaaa gosto imenso de ti e qualquer coisa conta comigo,ainda bem que te conheci :);Positivo
@ovarejeira ehehe estás a cumprir serviço obrigatório? é por qt tempo? :)));Positivo
@_mariana_nd Portanto fico à espera :);Positivo
Ficou top neh, entaum deixa pfv seu comentario e like :D https://t.co/VPwxX9ICR6;Positivo
@RLivre fui olhar as outras respostas e ...nós somos os velhos dessa redesocial. eu ainda mais q vc :);Positivo
@elanerocha a frete de graça para o Brasil todo! :-) eta menino fofo!;Positivo
@MussumAlive @MariaDeQue @_feiralivre Leandro conhece o @podcasteutavala olha @braian uma fonte :);Positivo
tu é mt lindo :) — gradeço https://t.co/erWKmUOx9N;Positivo
quando eu digo que não quero comer/beber algo e perguntam again okay.. pergunta uma 2 vez okAY.. 3 vez OKAY mas depois não perguntem mais porque vão receber um NÃO com um sorriso forcado porque eu não quero mesmo nada, obrigada :);Positivo
@_sousamarcos Olá Marcos, tudo certo? Neste momento estamos com intermitência de rede, gerando oscilação em nosso APP. Nosso time já está trabalhando, tudo irá normalizar em alguns instantes. :);Positivo
Opaaaa, já temos uma data! :D #meialua #sekiro #shadowsdietwice https://t.co/zjVq07UUI5;Positivo
@ArturAnjos @FatimaAntero Sim é verdade. 18h30 /19h. Já me habituei também.:);Positivo
O dia que eu tive que explicar pra um cara que que era :D;Positivo
lembrando q aceito pagamentos à vista, no cartão - parcelado em até 3x ou à vista. vai perdê? :) https://t.co/m8TcoUwLFc;Positivo
Pagas-me um jantar @barbaralves13 :)) https://t.co/g4dsl1IZ59;Positivo
@tiasuzii mt engraçada, pareces que estas sempre bêbada :);Positivo
eu faço dos limões, limonada. mandem freela pra mim :) sou arquiteta e faço uns trampos de design também! meu portfólio taí pra quem quiser ver! https://t.co/6uYgb4r0f2;Positivo
@chilevision vamos soa ledy!!! :);Positivo
